mode,metric,k,l,d,alpha,index,real,pred,error
weighted_inv,l2,3,48,3,0.500000,3456,0.964856,0.927669,0.037188
weighted_inv,l2,3,48,3,0.500000,3457,0.966300,0.922641,0.043659
weighted_inv,l2,3,48,3,0.500000,3458,0.967874,0.938997,0.028877
weighted_inv,l2,3,48,3,0.500000,3459,0.969580,0.922117,0.047463
weighted_inv,l2,3,48,3,0.500000,3460,0.971401,0.920459,0.050942
weighted_inv,l2,3,48,3,0.500000,3461,0.973248,0.961576,0.011672
weighted_inv,l2,3,48,3,0.500000,3462,0.975013,0.955028,0.019985
weighted_inv,l2,3,48,3,0.500000,3463,0.976590,0.961462,0.015129
weighted_inv,l2,3,48,3,0.500000,3464,0.977871,0.954068,0.023804
weighted_inv,l2,3,48,3,0.500000,3465,0.978748,0.924520,0.054228
weighted_inv,l2,3,48,3,0.500000,3466,0.979114,0.929493,0.049622
weighted_inv,l2,3,48,3,0.500000,3467,0.978862,0.922222,0.056640
weighted_inv,l2,3,48,3,0.500000,3468,0.977883,0.910996,0.066887
weighted_inv,l2,3,48,3,0.500000,3469,0.976071,0.895956,0.080115
weighted_inv,l2,3,48,3,0.500000,3470,0.973289,0.877814,0.095474
weighted_inv,l2,3,48,3,0.500000,3471,0.969281,0.861561,0.107719
weighted_inv,l2,3,48,3,0.500000,3472,0.963762,0.845923,0.117839
weighted_inv,l2,3,48,3,0.500000,3473,0.956448,0.851831,0.104617
weighted_inv,l2,3,48,3,0.500000,3474,0.947054,0.833466,0.113588
weighted_inv,l2,3,48,3,0.500000,3475,0.935294,0.812208,0.123085
weighted_inv,l2,3,48,3,0.500000,3476,0.920884,0.793023,0.127861
weighted_inv,l2,3,48,3,0.500000,3477,0.903539,0.760320,0.143219
weighted_inv,l2,3,48,3,0.500000,3478,0.882975,0.727225,0.155750
weighted_inv,l2,3,48,3,0.500000,3479,0.858906,0.708273,0.150632
weighted_inv,l2,3,48,3,0.500000,3480,0.831216,0.670881,0.160336
weighted_inv,l2,3,48,3,0.500000,3481,0.800471,0.674506,0.125965
weighted_inv,l2,3,48,3,0.500000,3482,0.767401,0.651448,0.115953
weighted_inv,l2,3,48,3,0.500000,3483,0.732740,0.627206,0.105534
weighted_inv,l2,3,48,3,0.500000,3484,0.697221,0.601719,0.095502
weighted_inv,l2,3,48,3,0.500000,3485,0.661576,0.575630,0.085946
weighted_inv,l2,3,48,3,0.500000,3486,0.626540,0.549217,0.077323
weighted_inv,l2,3,48,3,0.500000,3487,0.592843,0.525811,0.067032
weighted_inv,l2,3,48,3,0.500000,3488,0.561220,0.503769,0.057450
weighted_inv,l2,3,48,3,0.500000,3489,0.532402,0.483600,0.048803
weighted_inv,l2,3,48,3,0.500000,3490,0.506955,0.465405,0.041550
weighted_inv,l2,3,48,3,0.500000,3491,0.484767,0.449187,0.035580
weighted_inv,l2,3,48,3,0.500000,3492,0.465557,0.434950,0.030606
weighted_inv,l2,3,48,3,0.500000,3493,0.449045,0.422665,0.026380
weighted_inv,l2,3,48,3,0.500000,3494,0.434951,0.412260,0.022691
weighted_inv,l2,3,48,3,0.500000,3495,0.422996,0.403632,0.019364
weighted_inv,l2,3,48,3,0.500000,3496,0.412898,0.396650,0.016248
weighted_inv,l2,3,48,3,0.500000,3497,0.404377,0.404925,0.000547
weighted_inv,l2,3,48,3,0.500000,3498,0.397154,0.401681,0.004526
weighted_inv,l2,3,48,3,0.500000,3499,0.390949,0.398804,0.007855
weighted_inv,l2,3,48,3,0.500000,3500,0.385510,0.395889,0.010379
weighted_inv,l2,3,48,3,0.500000,3501,0.380709,0.395192,0.014483
weighted_inv,l2,3,48,3,0.500000,3502,0.376446,0.395190,0.018744
weighted_inv,l2,3,48,3,0.500000,3503,0.372623,0.395386,0.022763
weighted_inv,l2,3,48,3,0.500000,3504,0.369139,0.395585,0.026446
weighted_inv,l2,3,48,3,0.500000,3505,0.365895,0.395543,0.029648
weighted_inv,l2,3,48,3,0.500000,3506,0.362791,0.394991,0.032200
weighted_inv,l2,3,48,3,0.500000,3507,0.359730,0.393677,0.033947
weighted_inv,l2,3,48,3,0.500000,3508,0.356610,0.391400,0.034789
weighted_inv,l2,3,48,3,0.500000,3509,0.353334,0.388096,0.034762
weighted_inv,l2,3,48,3,0.500000,3510,0.349842,0.383930,0.034089
weighted_inv,l2,3,48,3,0.500000,3511,0.346240,0.379132,0.032891
weighted_inv,l2,3,48,3,0.500000,3512,0.342678,0.373928,0.031250
weighted_inv,l2,3,48,3,0.500000,3513,0.339301,0.368514,0.029213
weighted_inv,l2,3,48,3,0.500000,3514,0.336257,0.365466,0.029209
weighted_inv,l2,3,48,3,0.500000,3515,0.333694,0.363162,0.029468
weighted_inv,l2,3,48,3,0.500000,3516,0.331760,0.360526,0.028766
weighted_inv,l2,3,48,3,0.500000,3517,0.330602,0.347504,0.016902
weighted_inv,l2,3,48,3,0.500000,3518,0.330366,0.342961,0.012594
weighted_inv,l2,3,48,3,0.500000,3519,0.331202,0.338947,0.007745
weighted_inv,l2,3,48,3,0.500000,3520,0.333285,0.335596,0.002310
weighted_inv,l2,3,48,3,0.500000,3521,0.336913,0.333624,0.003290
weighted_inv,l2,3,48,3,0.500000,3522,0.342412,0.333277,0.009135
weighted_inv,l2,3,48,3,0.500000,3523,0.350107,0.334287,0.015820
weighted_inv,l2,3,48,3,0.500000,3524,0.360325,0.329805,0.030520
weighted_inv,l2,3,48,3,0.500000,3525,0.373391,0.334255,0.039136
weighted_inv,l2,3,48,3,0.500000,3526,0.389633,0.340851,0.048782
weighted_inv,l2,3,48,3,0.500000,3527,0.409376,0.352515,0.056861
weighted_inv,l2,3,48,3,0.500000,3528,0.432946,0.365936,0.067010
weighted_inv,l2,3,48,3,0.500000,3529,0.460669,0.390213,0.070455
weighted_inv,l2,3,48,3,0.500000,3530,0.492670,0.411331,0.081339
weighted_inv,l2,3,48,3,0.500000,3531,0.528268,0.436372,0.091897
weighted_inv,l2,3,48,3,0.500000,3532,0.566582,0.465587,0.100995
weighted_inv,l2,3,48,3,0.500000,3533,0.606729,0.446997,0.159732
weighted_inv,l2,3,48,3,0.500000,3534,0.647826,0.473730,0.174096
weighted_inv,l2,3,48,3,0.500000,3535,0.688992,0.502440,0.186552
weighted_inv,l2,3,48,3,0.500000,3536,0.729344,0.532888,0.196457
weighted_inv,l2,3,48,3,0.500000,3537,0.768001,0.565090,0.202911
weighted_inv,l2,3,48,3,0.500000,3538,0.804081,0.599195,0.204885
weighted_inv,l2,3,48,3,0.500000,3539,0.836700,0.667319,0.169380
weighted_inv,l2,3,48,3,0.500000,3540,0.865177,0.703873,0.161304
weighted_inv,l2,3,48,3,0.500000,3541,0.889630,0.739955,0.149675
weighted_inv,l2,3,48,3,0.500000,3542,0.910375,0.781468,0.128907
weighted_inv,l2,3,48,3,0.500000,3543,0.927732,0.814897,0.112835
weighted_inv,l2,3,48,3,0.500000,3544,0.942017,0.845438,0.096579
weighted_inv,l2,3,48,3,0.500000,3545,0.953548,0.872662,0.080886
weighted_inv,l2,3,48,3,0.500000,3546,0.962643,0.896312,0.066331
weighted_inv,l2,3,48,3,0.500000,3547,0.969619,0.916269,0.053350
weighted_inv,l2,3,48,3,0.500000,3548,0.974794,0.932594,0.042199
weighted_inv,l2,3,48,3,0.500000,3549,0.978485,0.947035,0.031450
weighted_inv,l2,3,48,3,0.500000,3550,0.980981,0.957061,0.023920
weighted_inv,l2,3,48,3,0.500000,3551,0.982452,0.964782,0.017670
weighted_inv,l2,3,48,3,0.500000,3552,0.983038,0.970536,0.012502
weighted_inv,l2,3,48,3,0.500000,3553,0.982881,0.974624,0.008257
weighted_inv,l2,3,48,3,0.500000,3554,0.982120,0.977323,0.004797
weighted_inv,l2,3,48,3,0.500000,3555,0.980897,0.978889,0.002008
weighted_inv,l2,3,48,3,0.500000,3556,0.979352,0.979560,0.000208
weighted_inv,l2,3,48,3,0.500000,3557,0.977627,0.978857,0.001230
weighted_inv,l2,3,48,3,0.500000,3558,0.975860,0.978429,0.002569
weighted_inv,l2,3,48,3,0.500000,3559,0.974195,0.977742,0.003548
weighted_inv,l2,3,48,3,0.500000,3560,0.972747,0.976898,0.004152
weighted_inv,l2,3,48,3,0.500000,3561,0.971541,0.975981,0.004440
weighted_inv,l2,3,48,3,0.500000,3562,0.970577,0.975045,0.004468
weighted_inv,l2,3,48,3,0.500000,3563,0.969858,0.974140,0.004281
weighted_inv,l2,3,48,3,0.500000,3564,0.969384,0.973311,0.003927
weighted_inv,l2,3,48,3,0.500000,3565,0.969156,0.972607,0.003451
weighted_inv,l2,3,48,3,0.500000,3566,0.969174,0.969993,0.000819
weighted_inv,l2,3,48,3,0.500000,3567,0.969441,0.969367,0.000074
weighted_inv,l2,3,48,3,0.500000,3568,0.969956,0.968957,0.000999
weighted_inv,l2,3,48,3,0.500000,3569,0.970721,0.968761,0.001959
weighted_inv,l2,3,48,3,0.500000,3570,0.971718,0.968729,0.002988
weighted_inv,l2,3,48,3,0.500000,3571,0.972854,0.968798,0.004056
weighted_inv,l2,3,48,3,0.500000,3572,0.974018,0.968901,0.005117
weighted_inv,l2,3,48,3,0.500000,3573,0.975099,0.971630,0.003468
weighted_inv,l2,3,48,3,0.500000,3574,0.975984,0.972069,0.003915
weighted_inv,l2,3,48,3,0.500000,3575,0.976564,0.972216,0.004348
weighted_inv,l2,3,48,3,0.500000,3576,0.976726,0.971980,0.004746
weighted_inv,l2,3,48,3,0.500000,3577,0.976359,0.970728,0.005631
weighted_inv,l2,3,48,3,0.500000,3578,0.975351,0.969574,0.005777
weighted_inv,l2,3,48,3,0.500000,3579,0.973591,0.967850,0.005741
weighted_inv,l2,3,48,3,0.500000,3580,0.970944,0.965477,0.005466
weighted_inv,l2,3,48,3,0.500000,3581,0.967174,0.962398,0.004776
weighted_inv,l2,3,48,3,0.500000,3582,0.962024,0.958570,0.003454
weighted_inv,l2,3,48,3,0.500000,3583,0.955234,0.953960,0.001275
weighted_inv,l2,3,48,3,0.500000,3584,0.946546,0.948500,0.001954
weighted_inv,l2,3,48,3,0.500000,3585,0.935702,0.942033,0.006331
weighted_inv,l2,3,48,3,0.500000,3586,0.922441,0.957301,0.034860
weighted_inv,l2,3,48,3,0.500000,3587,0.906507,0.953803,0.047296
weighted_inv,l2,3,48,3,0.500000,3588,0.887639,0.949347,0.061708
weighted_inv,l2,3,48,3,0.500000,3589,0.865580,0.944156,0.078577
weighted_inv,l2,3,48,3,0.500000,3590,0.840222,0.938349,0.098127
weighted_inv,l2,3,48,3,0.500000,3591,0.812067,0.931671,0.119604
weighted_inv,l2,3,48,3,0.500000,3592,0.781766,0.882890,0.101124
weighted_inv,l2,3,48,3,0.500000,3593,0.749973,0.864010,0.114037
weighted_inv,l2,3,48,3,0.500000,3594,0.717341,0.841846,0.124505
weighted_inv,l2,3,48,3,0.500000,3595,0.684521,0.801017,0.116496
weighted_inv,l2,3,48,3,0.500000,3596,0.652167,0.766665,0.114498
weighted_inv,l2,3,48,3,0.500000,3597,0.620931,0.731815,0.110884
weighted_inv,l2,3,48,3,0.500000,3598,0.591466,0.627216,0.035750
weighted_inv,l2,3,48,3,0.500000,3599,0.564425,0.610332,0.045907
weighted_inv,l2,3,48,3,0.500000,3600,0.540314,0.584576,0.044261
weighted_inv,l2,3,48,3,0.500000,3601,0.519060,0.561939,0.042879
weighted_inv,l2,3,48,3,0.500000,3602,0.500442,0.542222,0.041780
weighted_inv,l2,3,48,3,0.500000,3603,0.484240,0.524997,0.040757
weighted_inv,l2,3,48,3,0.500000,3604,0.470234,0.511542,0.041308
weighted_inv,l2,3,48,3,0.500000,3605,0.458203,0.495977,0.037773
weighted_inv,l2,3,48,3,0.500000,3606,0.447928,0.482017,0.034089
weighted_inv,l2,3,48,3,0.500000,3607,0.439189,0.469567,0.030378
weighted_inv,l2,3,48,3,0.500000,3608,0.431765,0.458563,0.026798
weighted_inv,l2,3,48,3,0.500000,3609,0.425436,0.448902,0.023466
weighted_inv,l2,3,48,3,0.500000,3610,0.420003,0.440439,0.020436
weighted_inv,l2,3,48,3,0.500000,3611,0.415342,0.433005,0.017663
weighted_inv,l2,3,48,3,0.500000,3612,0.411352,0.426450,0.015097
weighted_inv,l2,3,48,3,0.500000,3613,0.407932,0.420642,0.012710
weighted_inv,l2,3,48,3,0.500000,3614,0.404979,0.415461,0.010482
weighted_inv,l2,3,48,3,0.500000,3615,0.402391,0.410790,0.008399
weighted_inv,l2,3,48,3,0.500000,3616,0.400065,0.406512,0.006447
weighted_inv,l2,3,48,3,0.500000,3617,0.397901,0.401390,0.003489
weighted_inv,l2,3,48,3,0.500000,3618,0.395796,0.397698,0.001903
weighted_inv,l2,3,48,3,0.500000,3619,0.393647,0.394108,0.000461
weighted_inv,l2,3,48,3,0.500000,3620,0.391369,0.390515,0.000855
weighted_inv,l2,3,48,3,0.500000,3621,0.388940,0.386855,0.002085
weighted_inv,l2,3,48,3,0.500000,3622,0.386353,0.382835,0.003518
weighted_inv,l2,3,48,3,0.500000,3623,0.383601,0.378964,0.004637
weighted_inv,l2,3,48,3,0.500000,3624,0.380678,0.375023,0.005655
weighted_inv,l2,3,48,3,0.500000,3625,0.377578,0.370965,0.006613
weighted_inv,l2,3,48,3,0.500000,3626,0.374294,0.367664,0.006630
weighted_inv,l2,3,48,3,0.500000,3627,0.370819,0.363552,0.007267
weighted_inv,l2,3,48,3,0.500000,3628,0.367148,0.359792,0.007356
weighted_inv,l2,3,48,3,0.500000,3629,0.363274,0.355811,0.007463
weighted_inv,l2,3,48,3,0.500000,3630,0.359204,0.351820,0.007384
weighted_inv,l2,3,48,3,0.500000,3631,0.355004,0.347847,0.007158
weighted_inv,l2,3,48,3,0.500000,3632,0.350755,0.343913,0.006841
weighted_inv,l2,3,48,3,0.500000,3633,0.346535,0.340062,0.006474
weighted_inv,l2,3,48,3,0.500000,3634,0.342426,0.336358,0.006067
weighted_inv,l2,3,48,3,0.500000,3635,0.338506,0.332889,0.005617
weighted_inv,l2,3,48,3,0.500000,3636,0.334857,0.329746,0.005111
weighted_inv,l2,3,48,3,0.500000,3637,0.331557,0.327014,0.004543
weighted_inv,l2,3,48,3,0.500000,3638,0.328686,0.324771,0.003915
weighted_inv,l2,3,48,3,0.500000,3639,0.326326,0.323086,0.003239
weighted_inv,l2,3,48,3,0.500000,3640,0.324582,0.322042,0.002540
weighted_inv,l2,3,48,3,0.500000,3641,0.323671,0.321814,0.001857
weighted_inv,l2,3,48,3,0.500000,3642,0.323836,0.322648,0.001188
weighted_inv,l2,3,48,3,0.500000,3643,0.325322,0.324808,0.000514
weighted_inv,l2,3,48,3,0.500000,3644,0.328371,0.328558,0.000187
weighted_inv,l2,3,48,3,0.500000,3645,0.333228,0.334159,0.000932
weighted_inv,l2,3,48,3,0.500000,3646,0.340134,0.341859,0.001725
weighted_inv,l2,3,48,3,0.500000,3647,0.349335,0.353625,0.004289
weighted_inv,l2,3,48,3,0.500000,3648,0.361074,0.366188,0.005114
weighted_inv,l2,3,48,3,0.500000,3649,0.375594,0.381492,0.005898
weighted_inv,l2,3,48,3,0.500000,3650,0.393048,0.399685,0.006636
weighted_inv,l2,3,48,3,0.500000,3651,0.413231,0.420606,0.007375
weighted_inv,l2,3,48,3,0.500000,3652,0.435845,0.443984,0.008139
weighted_inv,l2,3,48,3,0.500000,3653,0.460594,0.468338,0.007743
weighted_inv,l2,3,48,3,0.500000,3654,0.487182,0.495260,0.008078
weighted_inv,l2,3,48,3,0.500000,3655,0.515312,0.523622,0.008310
weighted_inv,l2,3,48,3,0.500000,3656,0.544688,0.553106,0.008419
weighted_inv,l2,3,48,3,0.500000,3657,0.575012,0.583409,0.008397
weighted_inv,l2,3,48,3,0.500000,3658,0.605990,0.614235,0.008246
weighted_inv,l2,3,48,3,0.500000,3659,0.637323,0.645294,0.007972
weighted_inv,l2,3,48,3,0.500000,3660,0.668716,0.669941,0.001225
weighted_inv,l2,3,48,3,0.500000,3661,0.699878,0.700984,0.001106
weighted_inv,l2,3,48,3,0.500000,3662,0.730515,0.731501,0.000986
weighted_inv,l2,3,48,3,0.500000,3663,0.760337,0.761204,0.000867
weighted_inv,l2,3,48,3,0.500000,3664,0.789052,0.789803,0.000751
weighted_inv,l2,3,48,3,0.500000,3665,0.816367,0.816376,0.000009
weighted_inv,l2,3,48,3,0.500000,3666,0.841992,0.841918,0.000074
weighted_inv,l2,3,48,3,0.500000,3667,0.865634,0.858668,0.006966
weighted_inv,l2,3,48,3,0.500000,3668,0.887002,0.885302,0.001700
weighted_inv,l2,3,48,3,0.500000,3669,0.905804,0.904277,0.001527
weighted_inv,l2,3,48,3,0.500000,3670,0.921836,0.919100,0.002736
weighted_inv,l2,3,48,3,0.500000,3671,0.935243,0.932996,0.002247
weighted_inv,l2,3,48,3,0.500000,3672,0.946259,0.944481,0.001778
weighted_inv,l2,3,48,3,0.500000,3673,0.955116,0.953780,0.001337
weighted_inv,l2,3,48,3,0.500000,3674,0.962048,0.961119,0.000929
weighted_inv,l2,3,48,3,0.500000,3675,0.967288,0.966728,0.000560
weighted_inv,l2,3,48,3,0.500000,3676,0.971069,0.970834,0.000235
weighted_inv,l2,3,48,3,0.500000,3677,0.973623,0.973666,0.000043
weighted_inv,l2,3,48,3,0.500000,3678,0.975184,0.975454,0.000270
weighted_inv,l2,3,48,3,0.500000,3679,0.975986,0.976425,0.000440
weighted_inv,l2,3,48,3,0.500000,3680,0.976234,0.976790,0.000556
weighted_inv,l2,3,48,3,0.500000,3681,0.976032,0.976672,0.000640
weighted_inv,l2,3,48,3,0.500000,3682,0.975456,0.976148,0.000691
weighted_inv,l2,3,48,3,0.500000,3683,0.974583,0.975282,0.000699
weighted_inv,l2,3,48,3,0.500000,3684,0.973490,0.974143,0.000653
weighted_inv,l2,3,48,3,0.500000,3685,0.972254,0.972797,0.000543
weighted_inv,l2,3,48,3,0.500000,3686,0.970950,0.971309,0.000359
weighted_inv,l2,3,48,3,0.500000,3687,0.969656,0.969747,0.000092
weighted_inv,l2,3,48,3,0.500000,3688,0.968448,0.968178,0.000270
weighted_inv,l2,3,48,3,0.500000,3689,0.967403,0.966667,0.000736
weighted_inv,l2,3,48,3,0.500000,3690,0.966585,0.965274,0.001311
weighted_inv,l2,3,48,3,0.500000,3691,0.966003,0.964024,0.001979
weighted_inv,l2,3,48,3,0.500000,3692,0.965655,0.962921,0.002734
weighted_inv,l2,3,48,3,0.500000,3693,0.965539,0.961967,0.003572
weighted_inv,l2,3,48,3,0.500000,3694,0.965651,0.961162,0.004489
weighted_inv,l2,3,48,3,0.500000,3695,0.965988,0.960507,0.005481
weighted_inv,l2,3,48,3,0.500000,3696,0.966549,0.960004,0.006545
weighted_inv,l2,3,48,3,0.500000,3697,0.967329,0.959653,0.007676
weighted_inv,l2,3,48,3,0.500000,3698,0.968327,0.959454,0.008873
weighted_inv,l2,3,48,3,0.500000,3699,0.969539,0.959415,0.010125
weighted_inv,l2,3,48,3,0.500000,3700,0.970946,0.959499,0.011447
weighted_inv,l2,3,48,3,0.500000,3701,0.972457,0.959734,0.012723
weighted_inv,l2,3,48,3,0.500000,3702,0.973964,0.960117,0.013848
weighted_inv,l2,3,48,3,0.500000,3703,0.975361,0.960644,0.014717
weighted_inv,l2,3,48,3,0.500000,3704,0.976539,0.961315,0.015225
weighted_inv,l2,3,48,3,0.500000,3705,0.977392,0.962126,0.015266
weighted_inv,l2,3,48,3,0.500000,3706,0.977811,0.963076,0.014735
weighted_inv,l2,3,48,3,0.500000,3707,0.977690,0.964163,0.013527
weighted_inv,l2,3,48,3,0.500000,3708,0.976920,0.965384,0.011536
weighted_inv,l2,3,48,3,0.500000,3709,0.975394,0.966735,0.008660
weighted_inv,l2,3,48,3,0.500000,3710,0.972978,0.968198,0.004779
weighted_inv,l2,3,48,3,0.500000,3711,0.969423,0.969711,0.000288
weighted_inv,l2,3,48,3,0.500000,3712,0.964456,0.971194,0.006738
weighted_inv,l2,3,48,3,0.500000,3713,0.957803,0.972554,0.014751
weighted_inv,l2,3,48,3,0.500000,3714,0.949189,0.973700,0.024510
weighted_inv,l2,3,48,3,0.500000,3715,0.938341,0.974541,0.036201
weighted_inv,l2,3,48,3,0.500000,3716,0.924982,0.975127,0.050145
weighted_inv,l2,3,48,3,0.500000,3717,0.908840,0.975062,0.066222
weighted_inv,l2,3,48,3,0.500000,3718,0.889639,0.974461,0.084822
weighted_inv,l2,3,48,3,0.500000,3719,0.867107,0.973273,0.106166
weighted_inv,l2,3,48,3,0.500000,3720,0.841128,0.971436,0.130308
weighted_inv,l2,3,48,3,0.500000,3721,0.812232,0.968829,0.156597
weighted_inv,l2,3,48,3,0.500000,3722,0.781112,0.965297,0.184185
weighted_inv,l2,3,48,3,0.500000,3723,0.748458,0.960684,0.212226
weighted_inv,l2,3,48,3,0.500000,3724,0.714959,0.954853,0.239893
weighted_inv,l2,3,48,3,0.500000,3725,0.681308,0.883854,0.202545
weighted_inv,l2,3,48,3,0.500000,3726,0.648196,0.849952,0.201757
weighted_inv,l2,3,48,3,0.500000,3727,0.616312,0.819419,0.203107
weighted_inv,l2,3,48,3,0.500000,3728,0.586347,0.778747,0.192400
weighted_inv,l2,3,48,3,0.500000,3729,0.558994,0.740523,0.181529
weighted_inv,l2,3,48,3,0.500000,3730,0.534784,0.631020,0.096236
weighted_inv,l2,3,48,3,0.500000,3731,0.513617,0.554183,0.040566
weighted_inv,l2,3,48,3,0.500000,3732,0.495235,0.583044,0.087809
weighted_inv,l2,3,48,3,0.500000,3733,0.479379,0.558273,0.078893
weighted_inv,l2,3,48,3,0.500000,3734,0.465793,0.534949,0.069156
weighted_inv,l2,3,48,3,0.500000,3735,0.454217,0.513584,0.059368
weighted_inv,l2,3,48,3,0.500000,3736,0.444392,0.496351,0.051959
weighted_inv,l2,3,48,3,0.500000,3737,0.436062,0.475775,0.039712
weighted_inv,l2,3,48,3,0.500000,3738,0.428968,0.457591,0.028623
weighted_inv,l2,3,48,3,0.500000,3739,0.422851,0.441626,0.018775
weighted_inv,l2,3,48,3,0.500000,3740,0.417480,0.443351,0.025871
weighted_inv,l2,3,48,3,0.500000,3741,0.412733,0.427742,0.015009
weighted_inv,l2,3,48,3,0.500000,3742,0.408513,0.414882,0.006370
weighted_inv,l2,3,48,3,0.500000,3743,0.404723,0.404065,0.000658
weighted_inv,l2,3,48,3,0.500000,3744,0.401268,0.398128,0.003140
weighted_inv,l2,3,48,3,0.500000,3745,0.398051,0.393558,0.004493
weighted_inv,l2,3,48,3,0.500000,3746,0.394977,0.387447,0.007530
weighted_inv,l2,3,48,3,0.500000,3747,0.391949,0.382718,0.009230
weighted_inv,l2,3,48,3,0.500000,3748,0.388870,0.381584,0.007287
weighted_inv,l2,3,48,3,0.500000,3749,0.385646,0.379238,0.006408
weighted_inv,l2,3,48,3,0.500000,3750,0.382213,0.377830,0.004383
weighted_inv,l2,3,48,3,0.500000,3751,0.378644,0.377135,0.001509
weighted_inv,l2,3,48,3,0.500000,3752,0.375045,0.376946,0.001901
weighted_inv,l2,3,48,3,0.500000,3753,0.371524,0.377071,0.005547
weighted_inv,l2,3,48,3,0.500000,3754,0.368186,0.377334,0.009147
weighted_inv,l2,3,48,3,0.500000,3755,0.365139,0.377569,0.012430
weighted_inv,l2,3,48,3,0.500000,3756,0.362488,0.377620,0.015132
weighted_inv,l2,3,48,3,0.500000,3757,0.360340,0.377338,0.016998
weighted_inv,l2,3,48,3,0.500000,3758,0.358802,0.376635,0.017833
weighted_inv,l2,3,48,3,0.500000,3759,0.357980,0.375585,0.017604
weighted_inv,l2,3,48,3,0.500000,3760,0.358009,0.374327,0.016318
weighted_inv,l2,3,48,3,0.500000,3761,0.359132,0.373077,0.013945
weighted_inv,l2,3,48,3,0.500000,3762,0.361624,0.372170,0.010547
weighted_inv,l2,3,48,3,0.500000,3763,0.365754,0.371976,0.006222
weighted_inv,l2,3,48,3,0.500000,3764,0.371797,0.372782,0.000984
weighted_inv,l2,3,48,3,0.500000,3765,0.380025,0.381941,0.001916
weighted_inv,l2,3,48,3,0.500000,3766,0.390709,0.387501,0.003208
weighted_inv,l2,3,48,3,0.500000,3767,0.404123,0.405509,0.001385
weighted_inv,l2,3,48,3,0.500000,3768,0.420539,0.417699,0.002840
weighted_inv,l2,3,48,3,0.500000,3769,0.440228,0.432777,0.007451
weighted_inv,l2,3,48,3,0.500000,3770,0.463328,0.450798,0.012530
weighted_inv,l2,3,48,3,0.500000,3771,0.489429,0.471620,0.017809
weighted_inv,l2,3,48,3,0.500000,3772,0.517988,0.495019,0.022968
weighted_inv,l2,3,48,3,0.500000,3773,0.548458,0.496520,0.051939
weighted_inv,l2,3,48,3,0.500000,3774,0.580296,0.521460,0.058836
weighted_inv,l2,3,48,3,0.500000,3775,0.612957,0.553341,0.059616
weighted_inv,l2,3,48,3,0.500000,3776,0.645895,0.585287,0.060608
weighted_inv,l2,3,48,3,0.500000,3777,0.678567,0.613847,0.064720
weighted_inv,l2,3,48,3,0.500000,3778,0.710427,0.647685,0.062742
weighted_inv,l2,3,48,3,0.500000,3779,0.740931,0.681849,0.059083
weighted_inv,l2,3,48,3,0.500000,3780,0.769623,0.714949,0.054674
weighted_inv,l2,3,48,3,0.500000,3781,0.796406,0.743313,0.053094
weighted_inv,l2,3,48,3,0.500000,3782,0.821272,0.776388,0.044885
weighted_inv,l2,3,48,3,0.500000,3783,0.844213,0.805807,0.038406
weighted_inv,l2,3,48,3,0.500000,3784,0.865220,0.830297,0.034923
weighted_inv,l2,3,48,3,0.500000,3785,0.884285,0.858491,0.025793
weighted_inv,l2,3,48,3,0.500000,3786,0.901401,0.878897,0.022504
weighted_inv,l2,3,48,3,0.500000,3787,0.916559,0.911197,0.005361
weighted_inv,l2,3,48,3,0.500000,3788,0.929751,0.925304,0.004446
weighted_inv,l2,3,48,3,0.500000,3789,0.940969,0.937963,0.003006
weighted_inv,l2,3,48,3,0.500000,3790,0.950236,0.950265,0.000029
weighted_inv,l2,3,48,3,0.500000,3791,0.957699,0.957400,0.000300
weighted_inv,l2,3,48,3,0.500000,3792,0.963538,0.962942,0.000595
weighted_inv,l2,3,48,3,0.500000,3793,0.967929,0.970197,0.002268
weighted_inv,l2,3,48,3,0.500000,3794,0.971052,0.972309,0.001257
weighted_inv,l2,3,48,3,0.500000,3795,0.973085,0.973603,0.000519
weighted_inv,l2,3,48,3,0.500000,3796,0.974206,0.974250,0.000044
weighted_inv,l2,3,48,3,0.500000,3797,0.974594,0.974421,0.000173
weighted_inv,l2,3,48,3,0.500000,3798,0.974427,0.974269,0.000159
weighted_inv,l2,3,48,3,0.500000,3799,0.973884,0.973894,0.000010
weighted_inv,l2,3,48,3,0.500000,3800,0.973121,0.973282,0.000161
weighted_inv,l2,3,48,3,0.500000,3801,0.972203,0.972574,0.000370
weighted_inv,l2,3,48,3,0.500000,3802,0.971177,0.971833,0.000656
weighted_inv,l2,3,48,3,0.500000,3803,0.970086,0.971048,0.000962
weighted_inv,l2,3,48,3,0.500000,3804,0.968975,0.970473,0.001498
weighted_inv,l2,3,48,3,0.500000,3805,0.967887,0.970022,0.002134
weighted_inv,l2,3,48,3,0.500000,3806,0.966868,0.969740,0.002872
weighted_inv,l2,3,48,3,0.500000,3807,0.965962,0.969665,0.003703
weighted_inv,l2,3,48,3,0.500000,3808,0.965213,0.969797,0.004584
weighted_inv,l2,3,48,3,0.500000,3809,0.964666,0.970104,0.005438
weighted_inv,l2,3,48,3,0.500000,3810,0.964356,0.970549,0.006193
weighted_inv,l2,3,48,3,0.500000,3811,0.964286,0.971093,0.006808
weighted_inv,l2,3,48,3,0.500000,3812,0.964448,0.971690,0.007242
weighted_inv,l2,3,48,3,0.500000,3813,0.964835,0.970320,0.005485
