mode,metric,k,l,d,alpha,index,real,pred,error
mean,dtw,7,96,3,0.500000,4053,0.982353,0.980162,0.002191
mean,dtw,7,96,3,0.500000,4054,0.981072,0.980690,0.000382
mean,dtw,7,96,3,0.500000,4055,0.979470,0.980376,0.000906
mean,dtw,7,96,3,0.500000,4056,0.977688,0.979644,0.001957
mean,dtw,7,96,3,0.500000,4057,0.975870,0.978899,0.003029
mean,dtw,7,96,3,0.500000,4058,0.974160,0.977612,0.003452
mean,dtw,7,96,3,0.500000,4059,0.972677,0.976526,0.003850
mean,dtw,7,96,3,0.500000,4060,0.971445,0.975459,0.004014
mean,dtw,7,96,3,0.500000,4061,0.970466,0.974483,0.004017
mean,dtw,7,96,3,0.500000,4062,0.969740,0.974580,0.004840
mean,dtw,7,96,3,0.500000,4063,0.969267,0.974430,0.005163
mean,dtw,7,96,3,0.500000,4064,0.969049,0.974392,0.005344
mean,dtw,7,96,3,0.500000,4065,0.969085,0.974695,0.005609
mean,dtw,7,96,3,0.500000,4066,0.969377,0.974745,0.005368
mean,dtw,7,96,3,0.500000,4067,0.969926,0.974666,0.004740
mean,dtw,7,96,3,0.500000,4068,0.970731,0.974676,0.003945
mean,dtw,7,96,3,0.500000,4069,0.971775,0.973582,0.001807
mean,dtw,7,96,3,0.500000,4070,0.972961,0.972556,0.000405
mean,dtw,7,96,3,0.500000,4071,0.974174,0.970663,0.003510
mean,dtw,7,96,3,0.500000,4072,0.975298,0.967960,0.007338
mean,dtw,7,96,3,0.500000,4073,0.976219,0.964233,0.011986
mean,dtw,7,96,3,0.500000,4074,0.976821,0.960079,0.016742
mean,dtw,7,96,3,0.500000,4075,0.976989,0.954993,0.021996
mean,dtw,7,96,3,0.500000,4076,0.976607,0.935061,0.041546
mean,dtw,7,96,3,0.500000,4077,0.975560,0.924024,0.051536
mean,dtw,7,96,3,0.500000,4078,0.973733,0.899748,0.073985
mean,dtw,7,96,3,0.500000,4079,0.970986,0.881256,0.089730
mean,dtw,7,96,3,0.500000,4080,0.967074,0.839366,0.127708
mean,dtw,7,96,3,0.500000,4081,0.961732,0.809399,0.152333
mean,dtw,7,96,3,0.500000,4082,0.954691,0.791465,0.163226
mean,dtw,7,96,3,0.500000,4083,0.945682,0.758179,0.187504
mean,dtw,7,96,3,0.500000,4084,0.934439,0.738600,0.195839
mean,dtw,7,96,3,0.500000,4085,0.920694,0.706458,0.214236
mean,dtw,7,96,3,0.500000,4086,0.904178,0.676162,0.228016
mean,dtw,7,96,3,0.500000,4087,0.884624,0.657547,0.227077
mean,dtw,7,96,3,0.500000,4088,0.861763,0.637277,0.224486
mean,dtw,7,96,3,0.500000,4089,0.835486,0.617817,0.217669
mean,dtw,7,96,3,0.500000,4090,0.806307,0.568816,0.237491
mean,dtw,7,96,3,0.500000,4091,0.774900,0.553200,0.221700
mean,dtw,7,96,3,0.500000,4092,0.741938,0.537411,0.204527
mean,dtw,7,96,3,0.500000,4093,0.708094,0.520644,0.187450
mean,dtw,7,96,3,0.500000,4094,0.674040,0.502137,0.171903
mean,dtw,7,96,3,0.500000,4095,0.640449,0.489567,0.150881
mean,dtw,7,96,3,0.500000,4096,0.607994,0.474359,0.133636
mean,dtw,7,96,3,0.500000,4097,0.577349,0.461284,0.116065
mean,dtw,7,96,3,0.500000,4098,0.549186,0.450114,0.099072
mean,dtw,7,96,3,0.500000,4099,0.524026,0.440914,0.083112
mean,dtw,7,96,3,0.500000,4100,0.501787,0.432802,0.068985
mean,dtw,7,96,3,0.500000,4101,0.482234,0.425909,0.056325
mean,dtw,7,96,3,0.500000,4102,0.465134,0.420108,0.045026
mean,dtw,7,96,3,0.500000,4103,0.450251,0.415071,0.035180
mean,dtw,7,96,3,0.500000,4104,0.437353,0.411213,0.026140
mean,dtw,7,96,3,0.500000,4105,0.426204,0.406236,0.019968
mean,dtw,7,96,3,0.500000,4106,0.416570,0.402703,0.013867
mean,dtw,7,96,3,0.500000,4107,0.408218,0.399876,0.008342
mean,dtw,7,96,3,0.500000,4108,0.400913,0.397252,0.003661
mean,dtw,7,96,3,0.500000,4109,0.394442,0.394717,0.000275
mean,dtw,7,96,3,0.500000,4110,0.388684,0.391815,0.003130
mean,dtw,7,96,3,0.500000,4111,0.383539,0.387273,0.003734
mean,dtw,7,96,3,0.500000,4112,0.378905,0.384150,0.005245
mean,dtw,7,96,3,0.500000,4113,0.374682,0.381294,0.006612
mean,dtw,7,96,3,0.500000,4114,0.370770,0.378328,0.007558
mean,dtw,7,96,3,0.500000,4115,0.367069,0.375197,0.008128
mean,dtw,7,96,3,0.500000,4116,0.363478,0.372502,0.009024
mean,dtw,7,96,3,0.500000,4117,0.359897,0.369003,0.009106
mean,dtw,7,96,3,0.500000,4118,0.356226,0.366034,0.009808
mean,dtw,7,96,3,0.500000,4119,0.352404,0.364494,0.012090
mean,dtw,7,96,3,0.500000,4120,0.348533,0.361086,0.012553
mean,dtw,7,96,3,0.500000,4121,0.344753,0.356730,0.011977
mean,dtw,7,96,3,0.500000,4122,0.341207,0.353636,0.012429
mean,dtw,7,96,3,0.500000,4123,0.338035,0.349615,0.011580
mean,dtw,7,96,3,0.500000,4124,0.335379,0.345735,0.010356
mean,dtw,7,96,3,0.500000,4125,0.333381,0.343250,0.009869
mean,dtw,7,96,3,0.500000,4126,0.332180,0.342435,0.010255
mean,dtw,7,96,3,0.500000,4127,0.331920,0.341254,0.009334
mean,dtw,7,96,3,0.500000,4128,0.332741,0.338700,0.005959
mean,dtw,7,96,3,0.500000,4129,0.334815,0.338915,0.004101
mean,dtw,7,96,3,0.500000,4130,0.338436,0.340886,0.002451
mean,dtw,7,96,3,0.500000,4131,0.343928,0.342097,0.001831
mean,dtw,7,96,3,0.500000,4132,0.351615,0.343888,0.007728
mean,dtw,7,96,3,0.500000,4133,0.361823,0.344072,0.017751
mean,dtw,7,96,3,0.500000,4134,0.374875,0.346900,0.027975
mean,dtw,7,96,3,0.500000,4135,0.391096,0.354247,0.036849
mean,dtw,7,96,3,0.500000,4136,0.410810,0.360301,0.050509
mean,dtw,7,96,3,0.500000,4137,0.434342,0.371084,0.063257
mean,dtw,7,96,3,0.500000,4138,0.462015,0.380616,0.081400
mean,dtw,7,96,3,0.500000,4139,0.493955,0.391001,0.102953
mean,dtw,7,96,3,0.500000,4140,0.529481,0.407703,0.121778
mean,dtw,7,96,3,0.500000,4141,0.567716,0.420487,0.147229
mean,dtw,7,96,3,0.500000,4142,0.607781,0.449227,0.158554
mean,dtw,7,96,3,0.500000,4143,0.648796,0.528150,0.120646
mean,dtw,7,96,3,0.500000,4144,0.689882,0.549741,0.140141
mean,dtw,7,96,3,0.500000,4145,0.730161,0.577046,0.153115
mean,dtw,7,96,3,0.500000,4146,0.768753,0.639318,0.129435
mean,dtw,7,96,3,0.500000,4147,0.804780,0.666060,0.138720
mean,dtw,7,96,3,0.500000,4148,0.837363,0.699133,0.138230
mean,dtw,7,96,3,0.500000,4149,0.865821,0.728478,0.137343
mean,dtw,7,96,3,0.500000,4150,0.890271,0.768360,0.121911
mean,dtw,7,96,3,0.500000,4151,0.911028,0.790433,0.120595
mean,dtw,7,96,3,0.500000,4152,0.928407,0.819073,0.109333
mean,dtw,7,96,3,0.500000,4153,0.942724,0.849094,0.093630
mean,dtw,7,96,3,0.500000,4154,0.954293,0.886278,0.068015
mean,dtw,7,96,3,0.500000,4155,0.963430,0.905356,0.058074
mean,dtw,7,96,3,0.500000,4156,0.970451,0.923298,0.047152
mean,dtw,7,96,3,0.500000,4157,0.975670,0.938742,0.036928
mean,dtw,7,96,3,0.500000,4158,0.979402,0.963564,0.015838
mean,dtw,7,96,3,0.500000,4159,0.981933,0.967220,0.014712
mean,dtw,7,96,3,0.500000,4160,0.983423,0.971763,0.011660
mean,dtw,7,96,3,0.500000,4161,0.984003,0.974635,0.009368
mean,dtw,7,96,3,0.500000,4162,0.983805,0.976169,0.007636
mean,dtw,7,96,3,0.500000,4163,0.982959,0.977275,0.005684
mean,dtw,7,96,3,0.500000,4164,0.981595,0.977628,0.003967
mean,dtw,7,96,3,0.500000,4165,0.979845,0.977338,0.002508
mean,dtw,7,96,3,0.500000,4166,0.977840,0.976687,0.001152
mean,dtw,7,96,3,0.500000,4167,0.975709,0.975582,0.000127
mean,dtw,7,96,3,0.500000,4168,0.973584,0.974756,0.001171
mean,dtw,7,96,3,0.500000,4169,0.971575,0.973198,0.001623
mean,dtw,7,96,3,0.500000,4170,0.969701,0.971636,0.001935
mean,dtw,7,96,3,0.500000,4171,0.967963,0.968564,0.000600
mean,dtw,7,96,3,0.500000,4172,0.966361,0.966874,0.000513
mean,dtw,7,96,3,0.500000,4173,0.964893,0.965763,0.000870
mean,dtw,7,96,3,0.500000,4174,0.963560,0.964530,0.000971
mean,dtw,7,96,3,0.500000,4175,0.962361,0.963620,0.001259
mean,dtw,7,96,3,0.500000,4176,0.961295,0.962543,0.001248
mean,dtw,7,96,3,0.500000,4177,0.960362,0.961844,0.001482
mean,dtw,7,96,3,0.500000,4178,0.959561,0.961114,0.001553
mean,dtw,7,96,3,0.500000,4179,0.958893,0.960740,0.001847
mean,dtw,7,96,3,0.500000,4180,0.958354,0.960701,0.002347
mean,dtw,7,96,3,0.500000,4181,0.957943,0.960517,0.002573
mean,dtw,7,96,3,0.500000,4182,0.957658,0.960529,0.002870
mean,dtw,7,96,3,0.500000,4183,0.957497,0.960599,0.003102
mean,dtw,7,96,3,0.500000,4184,0.957457,0.960684,0.003227
mean,dtw,7,96,3,0.500000,4185,0.957536,0.960850,0.003314
mean,dtw,7,96,3,0.500000,4186,0.957733,0.961935,0.004202
mean,dtw,7,96,3,0.500000,4187,0.958045,0.962400,0.004355
mean,dtw,7,96,3,0.500000,4188,0.958469,0.963098,0.004629
mean,dtw,7,96,3,0.500000,4189,0.959006,0.963904,0.004899
mean,dtw,7,96,3,0.500000,4190,0.959655,0.964725,0.005070
mean,dtw,7,96,3,0.500000,4191,0.960419,0.965521,0.005102
mean,dtw,7,96,3,0.500000,4192,0.961301,0.966537,0.005236
mean,dtw,7,96,3,0.500000,4193,0.962302,0.967262,0.004960
mean,dtw,7,96,3,0.500000,4194,0.963425,0.967871,0.004446
mean,dtw,7,96,3,0.500000,4195,0.964671,0.968304,0.003633
mean,dtw,7,96,3,0.500000,4196,0.966043,0.968719,0.002676
mean,dtw,7,96,3,0.500000,4197,0.967543,0.968850,0.001307
mean,dtw,7,96,3,0.500000,4198,0.969173,0.969033,0.000140
mean,dtw,7,96,3,0.500000,4199,0.970918,0.968767,0.002151
mean,dtw,7,96,3,0.500000,4200,0.972695,0.968201,0.004494
mean,dtw,7,96,3,0.500000,4201,0.974403,0.967378,0.007024
mean,dtw,7,96,3,0.500000,4202,0.975940,0.966318,0.009622
mean,dtw,7,96,3,0.500000,4203,0.977208,0.964018,0.013190
mean,dtw,7,96,3,0.500000,4204,0.978105,0.960658,0.017447
mean,dtw,7,96,3,0.500000,4205,0.978530,0.956795,0.021735
mean,dtw,7,96,3,0.500000,4206,0.978384,0.949318,0.029066
mean,dtw,7,96,3,0.500000,4207,0.977564,0.942523,0.035041
mean,dtw,7,96,3,0.500000,4208,0.975972,0.931773,0.044198
mean,dtw,7,96,3,0.500000,4209,0.973476,0.903666,0.069810
mean,dtw,7,96,3,0.500000,4210,0.969832,0.878547,0.091285
mean,dtw,7,96,3,0.500000,4211,0.964764,0.853642,0.111122
mean,dtw,7,96,3,0.500000,4212,0.957998,0.830213,0.127785
mean,dtw,7,96,3,0.500000,4213,0.949259,0.800811,0.148448
mean,dtw,7,96,3,0.500000,4214,0.938272,0.774718,0.163555
mean,dtw,7,96,3,0.500000,4215,0.924763,0.755530,0.169233
mean,dtw,7,96,3,0.500000,4216,0.908456,0.712177,0.196279
mean,dtw,7,96,3,0.500000,4217,0.889077,0.720964,0.168113
mean,dtw,7,96,3,0.500000,4218,0.866351,0.697202,0.169149
mean,dtw,7,96,3,0.500000,4219,0.840163,0.664176,0.175986
mean,dtw,7,96,3,0.500000,4220,0.811034,0.637005,0.174029
mean,dtw,7,96,3,0.500000,4221,0.779648,0.612778,0.166869
mean,dtw,7,96,3,0.500000,4222,0.746686,0.566571,0.180114
mean,dtw,7,96,3,0.500000,4223,0.712829,0.548435,0.164394
mean,dtw,7,96,3,0.500000,4224,0.678760,0.529497,0.149263
mean,dtw,7,96,3,0.500000,4225,0.645162,0.511479,0.133683
mean,dtw,7,96,3,0.500000,4226,0.612714,0.494938,0.117776
mean,dtw,7,96,3,0.500000,4227,0.582100,0.479431,0.102670
mean,dtw,7,96,3,0.500000,4228,0.554002,0.469954,0.084048
mean,dtw,7,96,3,0.500000,4229,0.528950,0.452802,0.076147
mean,dtw,7,96,3,0.500000,4230,0.506867,0.437593,0.069274
mean,dtw,7,96,3,0.500000,4231,0.487526,0.430064,0.057463
mean,dtw,7,96,3,0.500000,4232,0.470700,0.420864,0.049837
mean,dtw,7,96,3,0.500000,4233,0.456161,0.409650,0.046510
mean,dtw,7,96,3,0.500000,4234,0.443680,0.403198,0.040482
mean,dtw,7,96,3,0.500000,4235,0.433032,0.397643,0.035389
mean,dtw,7,96,3,0.500000,4236,0.423987,0.394774,0.029213
mean,dtw,7,96,3,0.500000,4237,0.416318,0.391312,0.025006
mean,dtw,7,96,3,0.500000,4238,0.409797,0.388938,0.020859
mean,dtw,7,96,3,0.500000,4239,0.404217,0.386612,0.017605
mean,dtw,7,96,3,0.500000,4240,0.399445,0.384244,0.015201
mean,dtw,7,96,3,0.500000,4241,0.395368,0.381590,0.013778
mean,dtw,7,96,3,0.500000,4242,0.391874,0.378550,0.013324
mean,dtw,7,96,3,0.500000,4243,0.388850,0.376846,0.012004
mean,dtw,7,96,3,0.500000,4244,0.386184,0.375319,0.010865
mean,dtw,7,96,3,0.500000,4245,0.383762,0.373968,0.009794
mean,dtw,7,96,3,0.500000,4246,0.381472,0.372917,0.008556
mean,dtw,7,96,3,0.500000,4247,0.379202,0.372969,0.006233
mean,dtw,7,96,3,0.500000,4248,0.376838,0.370962,0.005877
mean,dtw,7,96,3,0.500000,4249,0.374288,0.368257,0.006031
mean,dtw,7,96,3,0.500000,4250,0.371532,0.365534,0.005998
mean,dtw,7,96,3,0.500000,4251,0.368574,0.362776,0.005798
mean,dtw,7,96,3,0.500000,4252,0.365414,0.359297,0.006117
mean,dtw,7,96,3,0.500000,4253,0.362054,0.355054,0.007000
mean,dtw,7,96,3,0.500000,4254,0.358494,0.349400,0.009094
mean,dtw,7,96,3,0.500000,4255,0.354738,0.345075,0.009663
mean,dtw,7,96,3,0.500000,4256,0.350785,0.341253,0.009532
mean,dtw,7,96,3,0.500000,4257,0.346639,0.338758,0.007881
mean,dtw,7,96,3,0.500000,4258,0.342299,0.335155,0.007144
mean,dtw,7,96,3,0.500000,4259,0.337793,0.333564,0.004229
mean,dtw,7,96,3,0.500000,4260,0.333253,0.331060,0.002192
mean,dtw,7,96,3,0.500000,4261,0.328833,0.329372,0.000538
mean,dtw,7,96,3,0.500000,4262,0.324692,0.328193,0.003501
mean,dtw,7,96,3,0.500000,4263,0.320986,0.328554,0.007568
mean,dtw,7,96,3,0.500000,4264,0.317870,0.329065,0.011194
mean,dtw,7,96,3,0.500000,4265,0.315502,0.329763,0.014260
mean,dtw,7,96,3,0.500000,4266,0.314039,0.331921,0.017883
mean,dtw,7,96,3,0.500000,4267,0.313635,0.334464,0.020829
mean,dtw,7,96,3,0.500000,4268,0.314449,0.338694,0.024245
mean,dtw,7,96,3,0.500000,4269,0.316663,0.345409,0.028746
mean,dtw,7,96,3,0.500000,4270,0.320563,0.344903,0.024339
mean,dtw,7,96,3,0.500000,4271,0.326463,0.354893,0.028430
mean,dtw,7,96,3,0.500000,4272,0.334674,0.366596,0.031922
mean,dtw,7,96,3,0.500000,4273,0.345511,0.375662,0.030151
mean,dtw,7,96,3,0.500000,4274,0.359286,0.391672,0.032385
mean,dtw,7,96,3,0.500000,4275,0.376312,0.411332,0.035021
mean,dtw,7,96,3,0.500000,4276,0.396901,0.437803,0.040902
mean,dtw,7,96,3,0.500000,4277,0.421367,0.463106,0.041740
mean,dtw,7,96,3,0.500000,4278,0.450022,0.483136,0.033113
mean,dtw,7,96,3,0.500000,4279,0.482979,0.526620,0.043641
mean,dtw,7,96,3,0.500000,4280,0.519543,0.593957,0.074414
mean,dtw,7,96,3,0.500000,4281,0.558822,0.628870,0.070047
mean,dtw,7,96,3,0.500000,4282,0.599922,0.677613,0.077691
mean,dtw,7,96,3,0.500000,4283,0.641948,0.714760,0.072812
mean,dtw,7,96,3,0.500000,4284,0.684008,0.760998,0.076990
mean,dtw,7,96,3,0.500000,4285,0.725205,0.788888,0.063683
mean,dtw,7,96,3,0.500000,4286,0.764648,0.829282,0.064634
mean,dtw,7,96,3,0.500000,4287,0.801442,0.859181,0.057739
mean,dtw,7,96,3,0.500000,4288,0.834693,0.884773,0.050080
mean,dtw,7,96,3,0.500000,4289,0.863711,0.930315,0.066605
mean,dtw,7,96,3,0.500000,4290,0.888616,0.948348,0.059731
mean,dtw,7,96,3,0.500000,4291,0.909736,0.955472,0.045736
mean,dtw,7,96,3,0.500000,4292,0.927395,0.963931,0.036536
mean,dtw,7,96,3,0.500000,4293,0.941918,0.968890,0.026972
mean,dtw,7,96,3,0.500000,4294,0.953631,0.972302,0.018671
mean,dtw,7,96,3,0.500000,4295,0.962858,0.973595,0.010737
mean,dtw,7,96,3,0.500000,4296,0.969925,0.976152,0.006227
mean,dtw,7,96,3,0.500000,4297,0.975158,0.977772,0.002614
mean,dtw,7,96,3,0.500000,4298,0.978882,0.978149,0.000733
mean,dtw,7,96,3,0.500000,4299,0.981391,0.977905,0.003486
mean,dtw,7,96,3,0.500000,4300,0.982859,0.977067,0.005792
mean,dtw,7,96,3,0.500000,4301,0.983429,0.976149,0.007280
mean,dtw,7,96,3,0.500000,4302,0.983243,0.975166,0.008078
mean,dtw,7,96,3,0.500000,4303,0.982446,0.974061,0.008385
mean,dtw,7,96,3,0.500000,4304,0.981180,0.972940,0.008240
mean,dtw,7,96,3,0.500000,4305,0.979587,0.971837,0.007750
mean,dtw,7,96,3,0.500000,4306,0.977811,0.970926,0.006885
mean,dtw,7,96,3,0.500000,4307,0.975996,0.970597,0.005399
mean,dtw,7,96,3,0.500000,4308,0.974283,0.970099,0.004184
mean,dtw,7,96,3,0.500000,4309,0.972793,0.970814,0.001979
mean,dtw,9,12,3,0.500000,3447,0.970043,0.975820,0.005777
mean,dtw,9,12,3,0.500000,3448,0.971529,0.974908,0.003379
mean,dtw,9,12,3,0.500000,3449,0.973192,0.973577,0.000384
mean,dtw,9,12,3,0.500000,3450,0.974923,0.973838,0.001086
mean,dtw,9,12,3,0.500000,3451,0.976593,0.972334,0.004260
mean,dtw,9,12,3,0.500000,3452,0.978072,0.970896,0.007176
mean,dtw,9,12,3,0.500000,3453,0.979231,0.967223,0.012009
mean,dtw,9,12,3,0.500000,3454,0.979940,0.956562,0.023378
mean,dtw,9,12,3,0.500000,3455,0.980070,0.951520,0.028550
mean,dtw,9,12,3,0.500000,3456,0.979490,0.942774,0.036716
mean,dtw,9,12,3,0.500000,3457,0.978073,0.928959,0.049114
mean,dtw,9,12,3,0.500000,3458,0.975687,0.915453,0.060234
mean,dtw,9,12,3,0.500000,3459,0.972176,0.912543,0.059633
mean,dtw,9,12,3,0.500000,3460,0.967266,0.915111,0.052155
mean,dtw,9,12,3,0.500000,3461,0.960657,0.898060,0.062597
mean,dtw,9,12,3,0.500000,3462,0.952048,0.879840,0.072208
mean,dtw,9,12,3,0.500000,3463,0.941137,0.840985,0.100151
mean,dtw,9,12,3,0.500000,3464,0.927624,0.815600,0.112024
mean,dtw,9,12,3,0.500000,3465,0.911207,0.790729,0.120479
mean,dtw,9,12,3,0.500000,3466,0.891586,0.764532,0.127055
mean,dtw,9,12,3,0.500000,3467,0.868460,0.700664,0.167796
mean,dtw,9,12,3,0.500000,3468,0.841528,0.667832,0.173695
mean,dtw,9,12,3,0.500000,3469,0.810682,0.640537,0.170145
mean,dtw,9,12,3,0.500000,3470,0.776589,0.614490,0.162098
mean,dtw,9,12,3,0.500000,3471,0.740110,0.589880,0.150230
mean,dtw,9,12,3,0.500000,3472,0.702106,0.556818,0.145288
mean,dtw,9,12,3,0.500000,3473,0.663438,0.531302,0.132136
mean,dtw,9,12,3,0.500000,3474,0.624966,0.534585,0.090382
mean,dtw,9,12,3,0.500000,3475,0.587552,0.515874,0.071678
mean,dtw,9,12,3,0.500000,3476,0.552055,0.497025,0.055030
mean,dtw,9,12,3,0.500000,3477,0.519336,0.481285,0.038051
mean,dtw,9,12,3,0.500000,3478,0.490257,0.467324,0.022933
mean,dtw,9,12,3,0.500000,3479,0.465468,0.455885,0.009583
mean,dtw,9,12,3,0.500000,3480,0.444783,0.444770,0.000013
mean,dtw,9,12,3,0.500000,3481,0.427804,0.434881,0.007078
mean,dtw,9,12,3,0.500000,3482,0.414134,0.430363,0.016229
mean,dtw,9,12,3,0.500000,3483,0.403378,0.424119,0.020741
mean,dtw,9,12,3,0.500000,3484,0.395137,0.417647,0.022510
mean,dtw,9,12,3,0.500000,3485,0.389016,0.408058,0.019041
mean,dtw,9,12,3,0.500000,3486,0.384617,0.405339,0.020722
mean,dtw,9,12,3,0.500000,3487,0.381545,0.400677,0.019132
mean,dtw,9,12,3,0.500000,3488,0.379401,0.397827,0.018426
mean,dtw,9,12,3,0.500000,3489,0.377839,0.394828,0.016989
mean,dtw,9,12,3,0.500000,3490,0.376713,0.397446,0.020733
mean,dtw,9,12,3,0.500000,3491,0.375924,0.394831,0.018907
mean,dtw,9,12,3,0.500000,3492,0.375378,0.392574,0.017197
mean,dtw,9,12,3,0.500000,3493,0.374975,0.390929,0.015954
mean,dtw,9,12,3,0.500000,3494,0.374620,0.388797,0.014177
mean,dtw,9,12,3,0.500000,3495,0.374215,0.385847,0.011631
mean,dtw,9,12,3,0.500000,3496,0.373664,0.381852,0.008188
mean,dtw,9,12,3,0.500000,3497,0.372870,0.379119,0.006250
mean,dtw,9,12,3,0.500000,3498,0.371735,0.375635,0.003900
mean,dtw,9,12,3,0.500000,3499,0.370182,0.373837,0.003655
mean,dtw,9,12,3,0.500000,3500,0.368216,0.369700,0.001484
mean,dtw,9,12,3,0.500000,3501,0.365859,0.365107,0.000753
mean,dtw,9,12,3,0.500000,3502,0.363135,0.360715,0.002420
mean,dtw,9,12,3,0.500000,3503,0.360068,0.356836,0.003232
mean,dtw,9,12,3,0.500000,3504,0.356680,0.352213,0.004467
mean,dtw,9,12,3,0.500000,3505,0.352995,0.348441,0.004553
mean,dtw,9,12,3,0.500000,3506,0.349036,0.344293,0.004743
mean,dtw,9,12,3,0.500000,3507,0.344828,0.339789,0.005038
mean,dtw,9,12,3,0.500000,3508,0.340392,0.339300,0.001092
mean,dtw,9,12,3,0.500000,3509,0.335776,0.338515,0.002738
mean,dtw,9,12,3,0.500000,3510,0.331119,0.338184,0.007065
mean,dtw,9,12,3,0.500000,3511,0.326580,0.339337,0.012757
mean,dtw,9,12,3,0.500000,3512,0.322322,0.342630,0.020308
mean,dtw,9,12,3,0.500000,3513,0.318506,0.345579,0.027073
mean,dtw,9,12,3,0.500000,3514,0.315292,0.347920,0.032628
mean,dtw,9,12,3,0.500000,3515,0.312843,0.354076,0.041233
mean,dtw,9,12,3,0.500000,3516,0.311319,0.358569,0.047250
mean,dtw,9,12,3,0.500000,3517,0.310882,0.364560,0.053678
mean,dtw,9,12,3,0.500000,3518,0.311693,0.377118,0.065425
mean,dtw,9,12,3,0.500000,3519,0.313938,0.389225,0.075287
mean,dtw,9,12,3,0.500000,3520,0.317905,0.401235,0.083329
mean,dtw,9,12,3,0.500000,3521,0.323907,0.425211,0.101304
mean,dtw,9,12,3,0.500000,3522,0.332257,0.442958,0.110701
mean,dtw,9,12,3,0.500000,3523,0.343268,0.463809,0.120540
mean,dtw,9,12,3,0.500000,3524,0.357253,0.487552,0.130299
mean,dtw,9,12,3,0.500000,3525,0.374524,0.512820,0.138296
mean,dtw,9,12,3,0.500000,3526,0.395394,0.535122,0.139727
mean,dtw,9,12,3,0.500000,3527,0.420177,0.598211,0.178034
mean,dtw,9,12,3,0.500000,3528,0.449185,0.624769,0.175584
mean,dtw,9,12,3,0.500000,3529,0.482528,0.686015,0.203487
mean,dtw,9,12,3,0.500000,3530,0.519504,0.717379,0.197875
mean,dtw,9,12,3,0.500000,3531,0.559208,0.752022,0.192814
mean,dtw,9,12,3,0.500000,3532,0.600734,0.780828,0.180094
mean,dtw,9,12,3,0.500000,3533,0.643179,0.794767,0.151588
mean,dtw,9,12,3,0.500000,3534,0.685635,0.821568,0.135932
mean,dtw,9,12,3,0.500000,3535,0.727199,0.851089,0.123889
mean,dtw,9,12,3,0.500000,3536,0.766965,0.866841,0.099876
mean,dtw,9,12,3,0.500000,3537,0.804029,0.890195,0.086166
mean,dtw,9,12,3,0.500000,3538,0.837484,0.905540,0.068056
mean,dtw,9,12,3,0.500000,3539,0.866633,0.917008,0.050375
mean,dtw,9,12,3,0.500000,3540,0.891602,0.923899,0.032297
mean,dtw,9,12,3,0.500000,3541,0.912727,0.933773,0.021046
mean,dtw,9,12,3,0.500000,3542,0.930341,0.941669,0.011329
mean,dtw,9,12,3,0.500000,3543,0.944777,0.950079,0.005301
mean,dtw,9,12,3,0.500000,3544,0.956371,0.956446,0.000074
mean,dtw,9,12,3,0.500000,3545,0.965457,0.962456,0.003001
mean,dtw,9,12,3,0.500000,3546,0.972367,0.966291,0.006076
mean,dtw,9,12,3,0.500000,3547,0.977437,0.970623,0.006814
mean,dtw,9,12,3,0.500000,3548,0.981000,0.973710,0.007291
mean,dtw,9,12,3,0.500000,3549,0.983358,0.975582,0.007776
mean,dtw,9,12,3,0.500000,3550,0.984675,0.976865,0.007810
mean,dtw,9,12,3,0.500000,3551,0.985085,0.976441,0.008644
mean,dtw,9,12,3,0.500000,3552,0.984719,0.976524,0.008195
mean,dtw,9,12,3,0.500000,3553,0.983711,0.978307,0.005404
mean,dtw,9,12,3,0.500000,3554,0.982193,0.976685,0.005507
mean,dtw,9,12,3,0.500000,3555,0.980296,0.975681,0.004615
mean,dtw,9,12,3,0.500000,3556,0.978155,0.974405,0.003749
mean,dtw,9,12,3,0.500000,3557,0.975900,0.972943,0.002957
mean,dtw,9,12,3,0.500000,3558,0.973665,0.969393,0.004271
mean,dtw,9,12,3,0.500000,3559,0.971559,0.952198,0.019362
mean,dtw,9,12,3,0.500000,3560,0.969604,0.954222,0.015382
mean,dtw,9,12,3,0.500000,3561,0.967798,0.958711,0.009087
mean,dtw,9,12,3,0.500000,3562,0.966139,0.963425,0.002713
mean,dtw,9,12,3,0.500000,3563,0.964625,0.965646,0.001021
mean,dtw,9,12,3,0.500000,3564,0.963255,0.965628,0.002372
mean,dtw,9,12,3,0.500000,3565,0.962028,0.968107,0.006079
mean,dtw,9,12,3,0.500000,3566,0.960942,0.967042,0.006100
mean,dtw,9,12,3,0.500000,3567,0.959995,0.966869,0.006874
mean,dtw,9,12,3,0.500000,3568,0.959185,0.967133,0.007948
mean,dtw,9,12,3,0.500000,3569,0.958512,0.966057,0.007545
mean,dtw,9,12,3,0.500000,3570,0.957972,0.966642,0.008670
mean,dtw,9,12,3,0.500000,3571,0.957565,0.967766,0.010201
mean,dtw,9,12,3,0.500000,3572,0.957288,0.968153,0.010865
mean,dtw,9,12,3,0.500000,3573,0.957139,0.968230,0.011091
mean,dtw,9,12,3,0.500000,3574,0.957117,0.968300,0.011183
mean,dtw,9,12,3,0.500000,3575,0.957219,0.968613,0.011394
mean,dtw,9,12,3,0.500000,3576,0.957443,0.969090,0.011647
mean,dtw,9,12,3,0.500000,3577,0.957788,0.969494,0.011707
